                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    6700                                     2442                  1.0000000000000000E+000                  2.0000000000000000E-002                  2.5491280212065235E+007                  2.6160594699763258E-009                  3.8177745633544787E+003                  1.5106251754152963E+004                  2.8133038168686414E+002                  2.0153051847033954E+000                  0.0000000000000000E+000                  8.2567073670518844E-045                  8.8182727934416563E-012                  3.8454772188588632E-001                  4.2333840168968907E-043                  5.5466853011433204E-001                  5.4216979515779896E-002                  9.3311254012880998E+000                 -1.3642821326995153E-007                  4.8920176996507418E+000                  1.9063892926943684E-004                  3.2198808442425704E+000                  1.5399363696131713E-001                  3.6650427780717490E-002                  4.7791616579254531E-001                  4.5340509474367380E-001                  1.0857859263734171E+000                  1.0404195106657323E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.3298221643608379E+000                  2.7977392485025058E+002                  9.3295609900274847E+000                  2.7950746991797411E+002                  1.5466480973583702E+007                  4.8092154905581737E+002                  6.1769958247404527E+006                  4.8472483056951089E+004                  9.4137007143406663E+003                  7.3259738447696673E+003                  5.3734065509563407E+004                  5.0000000000000000E+001                  1.0000000000000000E+003                  8.0445764421652600E+014                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20200714" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31 
                                      10                  9.3311253981409141E+000                  2.4492166253459504E+000                  3.5818107053107093E+000                 -8.5436041729577266E+000                  2.7976210732429729E+000                  5.9332544500339235E-001                  3.8664640046424925E-001                  2.0028154532358400E-002                  0.0000000000000000E+000                  1.0001172761767271E-099                  5.9332544500339235E-001                  1.0001172761767271E-099                  2.3124783441386097E-005                  3.8662327568080784E-001                  1.9020215952904186E-003                  4.4235440823013018E-003                  7.5064688781282226E-003                  1.4567735605582762E-003                  2.8286310369974336E-003                  4.7567411576217457E-004                  3.2036105948293059E-004                  6.2647701488335056E-005                  4.8480297973541657E-005                  1.1207947251965813E-087                  1.0001172761767271E-099                  1.0001172761767271E-099                  1.0001172761767271E-099                  5.7709668533365507E-005                  9.4584253584228560E-004                  0.0000000000000000E+000 
                                      11                  9.3311253970701813E+000                  2.4492166219174965E+000                  3.5818108724281479E+000                 -8.5436030035320734E+000                  2.7976224095879987E+000                  5.9332544500339224E-001                  3.8664640046424942E-001                  2.0028154532358400E-002                  0.0000000000000000E+000                  1.0001172761767273E-099                  5.9332544500339224E-001                  1.0001172761767273E-099                  2.3124783441386087E-005                  3.8662327568080801E-001                  1.9020215952904188E-003                  4.4235440823013027E-003                  7.5064688781282252E-003                  1.4567735605582755E-003                  2.8286310369974314E-003                  4.7567411576217473E-004                  3.2036105948293075E-004                  6.2647701488335029E-005                  4.8480297973541664E-005                  1.1207947251965813E-087                  1.0001172761767273E-099                  1.0001172761767273E-099                  1.0001172761767273E-099                  5.7709668533365500E-005                  9.4584253584228571E-004                  0.0000000000000000E+000 
                                      12                  9.3311253952465449E+000                  2.4492166160782869E+000                  3.5818110830180832E+000                 -8.5436015299141808E+000                  2.7976240935462497E+000                  5.9332544500339224E-001                  3.8664640046424936E-001                  2.0028154532358400E-002                  0.0000000000000000E+000                  1.0001172761767275E-099                  5.9332544500339224E-001                  1.0001172761767275E-099                  2.3124783441386100E-005                  3.8662327568080795E-001                  1.9020215952904188E-003                  4.4235440823013027E-003                  7.5064688781282243E-003                  1.4567735605582758E-003                  2.8286310369974314E-003                  4.7567411576217479E-004                  3.2036105948293086E-004                  6.2647701488335056E-005                  4.8480297973541678E-005                  1.1207947251965816E-087                  1.0001172761767275E-099                  1.0001172761767275E-099                  1.0001172761767275E-099                  5.7709668533365520E-005                  9.4584253584228614E-004                  0.0000000000000000E+000 
                                      13                  9.3311253934229068E+000                  2.4492166102390973E+000                  3.5818113697769438E+000                 -8.5435995233175763E+000                  2.7976263865618902E+000                  5.9332544500339246E-001                  3.8664640046424914E-001                  2.0028154532358400E-002                  0.0000000000000000E+000                  1.0001172761767271E-099                  5.9332544500339246E-001                  1.0001172761767271E-099                  2.3124783441386097E-005                  3.8662327568080773E-001                  1.9020215952904181E-003                  4.4235440823013027E-003                  7.5064688781282226E-003                  1.4567735605582753E-003                  2.8286310369974310E-003                  4.7567411576217446E-004                  3.2036105948293070E-004                  6.2647701488335042E-005                  4.8480297973541657E-005                  1.1207947251965811E-087                  1.0001172761767271E-099                  1.0001172761767271E-099                  1.0001172761767271E-099                  5.7709668533365486E-005                  9.4584253584228581E-004                  0.0000000000000000E+000 
                                      14                  9.3311253902800964E+000                  2.4492166001760225E+000                  3.5818117327063193E+000                 -8.5435969837533428E+000                  2.7976292886254490E+000                  5.9332544500339246E-001                  3.8664640046424920E-001                  2.0028154532358400E-002                  0.0000000000000000E+000                  1.0001172761767277E-099                  5.9332544500339246E-001                  1.0001172761767277E-099                  2.3124783441386103E-005                  3.8662327568080779E-001                  1.9020215952904188E-003                  4.4235440823013027E-003                  7.5064688781282226E-003                  1.4567735605582751E-003                  2.8286310369974323E-003                  4.7567411576217463E-004                  3.2036105948293075E-004                  6.2647701488335042E-005                  4.8480297973541678E-005                  1.1207947251965811E-087                  1.0001172761767277E-099                  1.0001172761767277E-099                  1.0001172761767277E-099                  5.7709668533365500E-005                  9.4584253584228614E-004                  0.0000000000000000E+000 
                                      15                  9.3311253871372841E+000                  2.4492165901130045E+000                  3.5818122257815026E+000                 -8.5435935335614293E+000                  2.7976332313083461E+000                  5.9332544500339235E-001                  3.8664640046424931E-001                  2.0028154532358400E-002                  0.0000000000000000E+000                  1.0001172761767275E-099                  5.9332544500339235E-001                  1.0001172761767275E-099                  2.3124783441386093E-005                  3.8662327568080790E-001                  1.9020215952904184E-003                  4.4235440823013001E-003                  7.5064688781282226E-003                  1.4567735605582755E-003                  2.8286310369974314E-003                  4.7567411576217473E-004                  3.2036105948293081E-004                  6.2647701488335029E-005                  4.8480297973541657E-005                  1.1207947251965813E-087                  1.0001172761767275E-099                  1.0001172761767275E-099                  1.0001172761767275E-099                  5.7709668533365493E-005                  9.4584253584228614E-004                  0.0000000000000000E+000 
                                      16                  9.3311253817405113E+000                  2.4492165728331341E+000                  3.5818128490071675E+000                 -8.5435891727743947E+000                  2.7976382145827650E+000                  5.9332544500339246E-001                  3.8664640046424931E-001                  2.0028154532358178E-002                  0.0000000000000000E+000                  1.0001172761767279E-099                  5.9332544500339246E-001                  1.0001172761767279E-099                  2.3124783441386093E-005                  3.8662327568080790E-001                  1.9020215952904184E-003                  4.4235440823012992E-003                  7.5064688781282234E-003                  1.4567735605582755E-003                  2.8286310369974314E-003                  4.7567411576217479E-004                  3.2036105948293086E-004                  6.2647701488335029E-005                  4.8480297973541678E-005                  1.1207947251965818E-087                  1.0001172761767279E-099                  1.0001172761767279E-099                  1.0001172761767279E-099                  5.7709668533365507E-005                  9.4584253584228592E-004                  0.0000000000000000E+000 
                                      17                  9.3311253763437403E+000                  2.4492165555534369E+000                  3.5818136917924210E+000                 -8.5435832758641261E+000                  2.7976449532801020E+000                  5.9332544500339224E-001                  3.8664640046424936E-001                  2.0028154532358400E-002                  0.0000000000000000E+000                  1.0001172761767277E-099                  5.9332544500339224E-001                  1.0001172761767277E-099                  2.3124783441386097E-005                  3.8662327568080795E-001                  1.9020215952904184E-003                  4.4235440823013027E-003                  7.5064688781282234E-003                  1.4567735605582753E-003                  2.8286310369974319E-003                  4.7567411576217473E-004                  3.2036105948293086E-004                  6.2647701488335056E-005                  4.8480297973541671E-005                  1.1207947251965820E-087                  1.0001172761767277E-099                  1.0001172761767277E-099                  1.0001172761767277E-099                  5.7709668533365500E-005                  9.4584253584228581E-004                  0.0000000000000000E+000 
                                      18                  9.3311253671446082E+000                  2.4492165260995153E+000                  3.5818147541507330E+000                 -8.5435758429245059E+000                  2.7976534473201498E+000                  5.9332544500339224E-001                  3.8664640046424936E-001                  2.0028154532358400E-002                  0.0000000000000000E+000                  1.0001172761767277E-099                  5.9332544500339224E-001                  1.0001172761767277E-099                  2.3124783441386100E-005                  3.8662327568080795E-001                  1.9020215952904188E-003                  4.4235440823013044E-003                  7.5064688781282234E-003                  1.4567735605582755E-003                  2.8286310369974319E-003                  4.7567411576217473E-004                  3.2036105948293091E-004                  6.2647701488335056E-005                  4.8480297973541684E-005                  1.1207947251965820E-087                  1.0001172761767277E-099                  1.0001172761767277E-099                  1.0001172761767277E-099                  5.7709668533365493E-005                  9.4584253584228581E-004                  0.0000000000000000E+000 
                                      19                  9.3311253579454760E+000                  2.4492164966460912E+000                  3.5818161822279739E+000                 -8.5435658516489905E+000                  2.7976648649825373E+000                  5.9332544500339235E-001                  3.8664640046424931E-001                  2.0028154532358400E-002                  0.0000000000000000E+000                  1.0001172761767279E-099                  5.9332544500339235E-001                  1.0001172761767279E-099                  2.3124783441386103E-005                  3.8662327568080790E-001                  1.9020215952904192E-003                  4.4235440823013044E-003                  7.5064688781282226E-003                  1.4567735605582758E-003                  2.8286310369974332E-003                  4.7567411576217452E-004                  3.2036105948293075E-004                  6.2647701488335056E-005                  4.8480297973541691E-005                  1.1207947251965818E-087                  1.0001172761767279E-099                  1.0001172761767279E-099                  1.0001172761767279E-099                  5.7709668533365513E-005                  9.4584253584228603E-004                  0.0000000000000000E+000 
                                      20                  9.3311253424131593E+000                  2.4492164469164504E+000                  3.5818179760621596E+000                 -8.5435533023024970E+000                  2.7976792060409372E+000                  5.9332544500339246E-001                  3.8664640046424931E-001                  2.0028154532358178E-002                  0.0000000000000000E+000                  1.0001172761767279E-099                  5.9332544500339246E-001                  1.0001172761767279E-099                  2.3124783441386103E-005                  3.8662327568080790E-001                  1.9020215952904192E-003                  4.4235440823013027E-003                  7.5064688781282226E-003                  1.4567735605582751E-003                  2.8286310369974332E-003                  4.7567411576217473E-004                  3.2036105948293091E-004                  6.2647701488335056E-005                  4.8480297973541691E-005                  1.1207947251965813E-087                  1.0001172761767279E-099                  1.0001172761767279E-099                  1.0001172761767279E-099                  5.7709668533365507E-005                  9.4584253584228603E-004                  0.0000000000000000E+000 
                                      21                  9.3311253268808407E+000                  2.4492163971882293E+000                  3.5818203720549344E+000                 -8.5435365416846203E+000                  2.7976983598184346E+000                  5.9332544500339235E-001                  3.8664640046424931E-001                  2.0028154532358400E-002                  0.0000000000000000E+000                  1.0001172761767279E-099                  5.9332544500339235E-001                  1.0001172761767279E-099                  2.3124783441386117E-005                  3.8662327568080790E-001                  1.9020215952904190E-003                  4.4235440823013027E-003                  7.5064688781282217E-003                  1.4567735605582758E-003                  2.8286310369974319E-003                  4.7567411576217457E-004                  3.2036105948293075E-004                  6.2647701488335056E-005                  4.8480297973541691E-005                  1.1207947251965811E-087                  1.0001172761767279E-099                  1.0001172761767279E-099                  1.0001172761767279E-099                  5.7709668533365527E-005                  9.4584253584228603E-004                  0.0000000000000000E+000 
                                      22                  9.3311253009219524E+000                  2.4492163140815033E+000                  3.5818233703112918E+000                 -8.5435155705269619E+000                  2.7977223256900121E+000                  5.9332544500339235E-001                  3.8664640046424931E-001                  2.0028154532358400E-002                  0.0000000000000000E+000                  1.0001172761767281E-099                  5.9332544500339235E-001                  1.0001172761767281E-099                  2.3124783441386110E-005                  3.8662327568080790E-001                  1.9020215952904190E-003                  4.4235440823013027E-003                  7.5064688781282217E-003                  1.4567735605582758E-003                  2.8286310369974323E-003                  4.7567411576217457E-004                  3.2036105948293081E-004                  6.2647701488335056E-005                  4.8480297973541671E-005                  1.1207947251965811E-087                  1.0001172761767281E-099                  1.0001172761767281E-099                  1.0001172761767281E-099                  5.7709668533365507E-005                  9.4584253584228636E-004                  0.0000000000000000E+000 
                                      23                  9.3311252749630640E+000                  2.4492162309787449E+000                  3.5818273520860009E+000                 -8.5434877238673579E+000                  2.7977541494241196E+000                  5.9332544500339224E-001                  3.8664640046424936E-001                  2.0028154532358400E-002                  0.0000000000000000E+000                  1.0001172761767283E-099                  5.9332544500339224E-001                  1.0001172761767283E-099                  2.3124783441386103E-005                  3.8662327568080795E-001                  1.9020215952904181E-003                  4.4235440823013035E-003                  7.5064688781282217E-003                  1.4567735605582745E-003                  2.8286310369974319E-003                  4.7567411576217446E-004                  3.2036105948293075E-004                  6.2647701488335056E-005                  4.8480297973541671E-005                  1.1207947251965811E-087                  1.0001172761767283E-099                  1.0001172761767283E-099                  1.0001172761767283E-099                  5.7709668533365493E-005                  9.4584253584228581E-004                  0.0000000000000000E+000 
                                      24                  9.3311252319771487E+000                  2.4492160933756972E+000                  3.5818323176639808E+000                 -8.5434530036905709E+000                  2.7977938293252294E+000                  5.9332544500339224E-001                  3.8664640046424942E-001                  2.0028154532358400E-002                  0.0000000000000000E+000                  1.0001172761767287E-099                  5.9332544500339224E-001                  1.0001172761767287E-099                  2.3124783441386110E-005                  3.8662327568080801E-001                  1.9020215952904186E-003                  4.4235440823013035E-003                  7.5064688781282226E-003                  1.4567735605582747E-003                  2.8286310369974319E-003                  4.7567411576217457E-004                  3.2036105948293086E-004                  6.2647701488335070E-005                  4.8480297973541664E-005                  1.1207947251965813E-087                  1.0001172761767287E-099                  1.0001172761767287E-099                  1.0001172761767287E-099                  5.7709668533365520E-005                  9.4584253584228603E-004                  0.0000000000000000E+000 
                                      25                  9.3311251889912317E+000                  2.4492159557835209E+000                  3.5818388838093389E+000                 -8.5434071020735107E+000                  2.7978462893587772E+000                  5.9332544500339279E-001                  3.8664640046424903E-001                  2.0028154532358178E-002                  0.0000000000000000E+000                  1.0001172761767273E-099                  5.9332544500339279E-001                  1.0001172761767273E-099                  2.3124783441386100E-005                  3.8662327568080762E-001                  1.9020215952904177E-003                  4.4235440823013009E-003                  7.5064688781282217E-003                  1.4567735605582747E-003                  2.8286310369974288E-003                  4.7567411576217441E-004                  3.2036105948293081E-004                  6.2647701488335056E-005                  4.8480297973541657E-005                  1.1207947251965816E-087                  1.0001172761767273E-099                  1.0001172761767273E-099                  1.0001172761767273E-099                  5.7709668533365500E-005                  9.4584253584228581E-004                  0.0000000000000000E+000 
                                      26                  9.3311251183035271E+000                  2.4492157295452510E+000                  3.5818470512864269E+000                 -8.5433500243378848E+000                  2.7979115249789692E+000                  5.9332544500339279E-001                  3.8664640046424908E-001                  2.0028154532358178E-002                  0.0000000000000000E+000                  1.0001172761767275E-099                  5.9332544500339279E-001                  1.0001172761767275E-099                  2.3124783441386120E-005                  3.8662327568080768E-001                  1.9020215952904179E-003                  4.4235440823013001E-003                  7.5064688781282226E-003                  1.4567735605582749E-003                  2.8286310369974293E-003                  4.7567411576217446E-004                  3.2036105948293081E-004                  6.2647701488335056E-005                  4.8480297973541671E-005                  1.1207947251965822E-087                  1.0001172761767275E-099                  1.0001172761767275E-099                  1.0001172761767275E-099                  5.7709668533365486E-005                  9.4584253584228603E-004                  0.0000000000000000E+000 
                                      27                  9.3311250476158225E+000                  2.4492155033363612E+000                  3.5818578218266199E+000                 -8.5432747822515065E+000                  2.7979975249870290E+000                  5.9332544500339257E-001                  3.8664640046424920E-001                  2.0028154532358178E-002                  0.0000000000000000E+000                  1.0001172761767277E-099                  5.9332544500339257E-001                  1.0001172761767277E-099                  2.3124783441386110E-005                  3.8662327568080779E-001                  1.9020215952904181E-003                  4.4235440823013027E-003                  7.5064688781282191E-003                  1.4567735605582753E-003                  2.8286310369974319E-003                  4.7567411576217457E-004                  3.2036105948293097E-004                  6.2647701488335070E-005                  4.8480297973541650E-005                  1.1207947251965816E-087                  1.0001172761767277E-099                  1.0001172761767277E-099                  1.0001172761767277E-099                  5.7709668533365513E-005                  9.4584253584228636E-004                  0.0000000000000000E+000 
